make,model_name,model_details,price,kms,year,transmission,detailsLink,type1,type2,type 3,,,
Isuzu,kb300, D-MAX D/C A/T 4X4 LX,"485,900","66,200",2020,Automatic,https://www.namcars.net/Isuzu-KB300-D-MAX-D-C-A-T-4X4-LX-1400732124,4x4,Bakkie,,,,
JAC,t8, 2.0CTi LUX D/C 2x4 - NO D...,"309,900","66,000",2022,Manual,https://www.namcars.net/JAC-T8-2.0CTi-LUX-D-C-2x4-NO-DEPOSIT-DEAL-1400734764,,Bakkie,,,,
Toyota,aygo, X-CITE 1.0 M/T 5dr,"159,900","66,000",2018,Manual,https://www.namcars.net/Toyota-AYGO-X-CITE-1.0-M-T-5dr-1400735063,,,,,,
Volkswagen,polo, 1.2 TSI A/T (Import),"145,000","66,000",2013,Automatic,https://www.namcars.net/Volkswagen-Polo-1.2-TSI-A-T-(Import)-1400734378,,,,,,
Isuzu,d-max, 250 HO Fleetside S/C P...,"259,900","65,990",2019,Manual,https://www.namcars.net/Isuzu-D-Max-250-HO-Fleetside-S-C-P-U-4x2-1400734608,,,,,,
Toyota,corolla, Cross 1.8 XS AT,"379,900","65,500",2023,Automatic,https://www.namcars.net/Toyota-Corolla-Cross-1.8-XS-AT-1400734889,,,SUV,,,
Toyota,fortuner, 2.4 4X4 (FACELIFT),"589,000","65,323",2023,Automatic,https://www.namcars.net/Toyota-Fortuner-2.4-4X4-(FACELIFT)-1400734214,4x4,,SUV,,,
Toyota,toyota, Hilux 2.8 GD6 Legend ...,"639,900","65,000",2020,Automatic,https://www.namcars.net/Toyota-Toyota-Hilux-2.8-GD6-Legend-50-Dcab-4x4-1400732950,4x4,Bakkie,,,,
Kia,sedona, 2.2 CRDi EX A/T 7 Sea...,"529,900","65,000",2021,Automatic,https://www.namcars.net/Kia-Sedona-2.2-CRDi-EX-A-T-7-Seater-1400733265,,,,,,
Toyota,c-hr, 1.2t Plus,"269,000","65,000",2018,Manual,https://www.namcars.net/Toyota-C-hr-1.2t-Plus-1400734600,,,,,,
Haval,h6, 20T  LUXURY 4x4 TCT,"419,900","65,000",2021,Automatic,https://www.namcars.net/Haval-H6-20T-LUXURY-4x4-TCT-1400735117,4x4,,SUV,,,
Toyota,etios, 1.5 SPRINT ( DEPOSIT A...,"159,900","65,000",2020,Manual,https://www.namcars.net/Toyota-ETIOS-1.5-SPRINT-(-DEPOSIT-ASSISTANCE-)-1400732052,,,,,,
Volkswagen,polo, Vivo 1.4 Trendline (5dr),"204,000","65,000",2021,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-1.4-Trendline-(5dr)-1400734193,,,,,,
Renault,clio, IV Blaze,"149,000","64,788",2016,Manual,https://www.namcars.net/Renault-Clio-IV-Blaze-1400734448,,,,,,
Jaguar,f-pace, 3.0D R-Sport AWD 221kW,"699,900","64,600",2018,Automatic,https://www.namcars.net/Jaguar-F-Pace-3.0D-R-Sport-AWD-221kW-1400731987,,,SUV,,,
Kia,rio, 1.4 Tec manual (Local),"165,000","64,200",2016,Manual,https://www.namcars.net/Kia-Rio-1.4-Tec-manual-(Local)-1400734041,,,,,,
Volkswagen,tiguan, 2.0 TSI A/T (Import),"240,000","64,200",2012,Automatic,https://www.namcars.net/Volkswagen-Tiguan-2.0-TSI-A-T-(Import)-1400732518,,,SUV,,,
Jaguar,e-pace, D180 2.0d SE AWD 132kW,"589,900","64,000",2019,Automatic,https://www.namcars.net/Jaguar-E-Pace-D180-2.0d-SE-AWD-132kW-1400733727,,,SUV,,,
Ford,kuga, Ecoboost 1.5i Trend,"285,000","64,000",2018,Automatic,https://www.namcars.net/Ford-Kuga-Ecoboost-1.5i-Trend-1400731850,,,SUV,,,
Ford,ranger, 2.2 TDCi XLS 4X4 A/T ...,"530,000","64,000",2022,Automatic,https://www.namcars.net/Ford-Ranger-2.2-TDCi-XLS-4X4-A-T-D-C-P-U-1400734684,4x4,Bakkie,,,,
Jaguar,xkr, 5.0 V8 Coupe,"349,900","63,964",2010,Automatic,https://www.namcars.net/Jaguar-XKR-5.0-V8-Coupe-1400733999,,,,,,
Toyota,prado, 2.8GD TX,"949,900","63,300",2022,Automatic,https://www.namcars.net/Toyota-Prado-2.8GD-TX-1400734356,4x4,,,,,
Mercedes-Benz,a200, Style A/T,"299,999","63,000",2016,Automatic,https://www.namcars.net/Mercedes-Benz-A200-Style-A-T-1400724534,,,,,,
Mazda,bt50,  30TD Indivdual 4X4 A/T,"539,900","63,000",2022,Automatic,https://www.namcars.net/Mazda-BT50-30TD-Indivdual-4X4-A-T-1400734299,4x4,Bakkie,,,,
Renault,koleos, 2.5 Dynamic CVT 4X2,"285,900","63,000",2019,Automatic,https://www.namcars.net/Renault-Koleos-2.5-Dynamic-CVT-4X2-1400733906,,,SUV,,,
Volkswagen,golf, 7 TSI Blue Motion,"175,000","62,963",2014,Automatic,https://www.namcars.net/Volkswagen-Golf-7-TSI-Blue-Motion-1400734940,,,,,,
BMW,bmw, 218i Active Tourer A/T M...,"259,900","62,800",2016,Automatic,https://www.namcars.net/BMW-BMW-218i-Active-Tourer-A-T-M-Sport-100kW-1400731558,,,,,,
BMW,218i, Active Tourer A/T M-Spo...,"259,900","62,600",2016,Automatic,https://www.namcars.net/BMW-218i-Active-Tourer-A-T-M-Sport-100kW-1400727834,,,,,,
Volkswagen,polo, TSI 1.2 A/T (Import),"125,000","62,500",2011,Automatic,https://www.namcars.net/Volkswagen-Polo-TSI-1.2-A-T-(Import)-1400734754,,,,,,
Toyota,fortuner, 2.4 GD-6 4X4,"579,900","62,500",2023,Automatic,https://www.namcars.net/Toyota-Fortuner-2.4-GD-6-4X4-1400732847,4x4,,SUV,,,
Toyota,corolla, Cross 1.8 Xs,"399,000","62,500",2023,Automatic,https://www.namcars.net/Toyota-Corolla-Cross-1.8-Xs-1400734704,,,SUV,,,
Toyota,urban, Cruiser 1.5 XS AT,"259,800","62,400",2022,Automatic,https://www.namcars.net/Toyota-Urban-Cruiser-1.5-XS-AT-1400734902,,,SUV,,,
Mitsubishi,triton, 2.4 Di-DC 4X4 Manual,"489,900","62,000",2021,Manual,https://www.namcars.net/Mitsubishi-Triton-2.4-Di-DC-4X4-Manual-1400733471,4x4,Bakkie,,,,
Suzuki,IGNIS,-,"210,000","62,000",2022,Manual,https://www.namcars.net/Suzuki-IGNIS-1400728152,,,SUV,,,
Toyota,hilux, DC 2.8GD6 4x4 Raider AT,"719,900","62,000",2023,Automatic,https://www.namcars.net/Toyota-Hilux-DC-2.8GD6-4x4-Raider-AT-1400735145,4x4,Bakkie,,,,
Toyota,etios, XS Sprint,"144,995","62,000",2017,Manual,https://www.namcars.net/Toyota-Etios-XS-Sprint-1400734184,,,,,,
Volkswagen,t-cross, 1.0 TSI Highline DSG,"374,900","61,900",2020,Automatic,https://www.namcars.net/Volkswagen-T-Cross-1.0-TSI-Highline-DSG-1400731587,,,SUV,,,
Mercedes-Benz,A180,-,"199,000","61,865",2013,Automatic,https://www.namcars.net/Mercedes-Benz-A180-1400734473,,,,,,
BMW,120i, AT Sport-line,"259,900","61,300",2016,Automatic,https://www.namcars.net/BMW-120i-AT-Sport-line-1400732894,,,,,,
Kia,seltos, 1.5D EX+ A/T,"423,900","61,000",2020,Automatic,https://www.namcars.net/Kia-SELTOS-1.5D-EX-A-T-1400726835,,,SUV,,,
Isuzu,d-max, 1.9 4x4 DC A/T,"559,900","60,200",2023,Automatic,https://www.namcars.net/Isuzu-D-Max-1.9-4x4-DC-A-T-1400734688,4x4,Bakkie,,,,
Jeep,cherokee, 2.4 Longitude A/t,"395,000","60,000",2020,Automatic,https://www.namcars.net/Jeep-Cherokee-2.4-Longitude-A-t-1400727342,,,SUV,,,
Ford,ford, Kuga AWD A/T 2.0,"285,000","60,000",2017,Automatic,https://www.namcars.net/Ford-Ford-Kuga-AWD-A-T-2.0-1400735030,,,SUV,,,
Toyota,corolla, 1.2t CVT Hatchback,"279,900","60,000",2019,Automatic,https://www.namcars.net/Toyota-Corolla-1.2t-CVT-Hatchback-1400733664,,,,,,
Volkswagen,golf, VII 1.4 TSi DSG Comfort...,"369,000","59,800",2020,DSG,https://www.namcars.net/Volkswagen-Golf-VII-1.4-TSi-DSG-Comfortline-1400730502,,,,,,
Isuzu,d-max, 1.9 LS,"555,000","59,680",2023,Automatic,https://www.namcars.net/Isuzu-D-MAX-1.9-LS-1400734335,4x4,Bakkie,,,,
Toyota,corolla, Cross 1.8Xs CVT,"379,900","59,600",2023,Automatic,https://www.namcars.net/Toyota-Corolla-Cross-1.8Xs-CVT-1400734727,,,SUV,,,
Toyota,fortuner, 2.8 Epic Black 4x4,"719,000","58,700",2020,Automatic,https://www.namcars.net/Toyota-Fortuner-2.8-Epic-Black-4x4-1400728859,4x4,,SUV,,,
GWM,gwm, P SERIES D/C A/T 4X4,"459,900","58,445",2023,Automatic,https://www.namcars.net/GWM-GWM-P-SERIES-D-C-A-T-4X4-1400734842,4x4,Bakkie,,,,
GWM,p-series, 4x4 A/T DLX,"415,000","58,069",2023,Automatic,https://www.namcars.net/GWM-P-Series-4x4-A-T-DLX-1400734172,4x4,Bakkie,,,,
Volkswagen,T-Cross,-,"420,000","58,000",2021,Automatic,https://www.namcars.net/Volkswagen-T-Cross-1400724523,,,SUV,,,
Hyundai,i20,-,"179,000","58,000",2017,Manual,https://www.namcars.net/Hyundai-i20-1400731469,,,,,,
Ford,ranger, 2.0D Bi-Turbo Wildtra...,"599,900","58,000",2021,Automatic,https://www.namcars.net/Ford-Ranger-2.0D-Bi-Turbo-Wildtrak-4x4-AT-DC-1400734821,4x4,Bakkie,,,,
Kia,rio, 1.4 Ex A/T 5Dr,"279,900","57,500",2020,Automatic,https://www.namcars.net/Kia-Rio-1.4-Ex-A-T-5Dr-1400733522,,,,,,
Volkswagen,tiguan, 2.0i DSG 4 Motion (IM...,"279,900","57,366",2016,DSG,https://www.namcars.net/Volkswagen-Tiguan-2.0i-DSG-4-Motion-(IMPORT)-1400732262,,,SUV,,,
Ford,ford, Ecosport 1.5TDCI Titanium,"199,900","57,185",2017,Manual,https://www.namcars.net/Ford-Ford-Ecosport-1.5TDCI-Titanium-1400734507,,,SUV,,,
Audi,audi, A 1 TFSI,"125,000","57,123",2012,Automatic,https://www.namcars.net/Audi-Audi-A-1-TFSI-1400734625,,,,,,
Volkswagen,polo, Classic GP,"229,995","57,000",2021,Manual,https://www.namcars.net/Volkswagen-Polo-Classic-GP-1400733206,,,,,,
Volkswagen,polo, Vivo 1.4i Trendline 5 D...,"209,900","57,000",2021,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-1.4i-Trendline-5-Door-1400732827,,,,,,
Hyundai,i20, 1.4 Auto,"99,000","57,000",2013,Automatic,https://www.namcars.net/Hyundai-i20-1.4-Auto-1400734108,,,,,,
Nissan,magnite, 1.0T ACENTA CVT,"280,000","57,000",2022,Automatic,https://www.namcars.net/Nissan-Magnite-1.0T-ACENTA-CVT-1400731296,,,SUV,,,
Ford,ranger, 20D BI-TURBO THUNDER ...,"669,900","57,000",2021,Automatic,https://www.namcars.net/Ford-RANGER-20D-BI-TURBO-THUNDER-4x4-D-C-1400733138,4x4,Bakkie,,,,
Toyota,urban, Cruiser 1.5 XS AUTO ( ...,"259,900","56,000",2022,Automatic,https://www.namcars.net/Toyota-Urban-Cruiser-1.5-XS-AUTO-(-Deposit-Assistance-)-1400734084,,,SUV,,,
BMW,gt, Luxury,"249,000","55,350",2014,Automatic,https://www.namcars.net/BMW-GT-Luxury-1400732818,,,,,,
Suzuki,dzire, 1.2GL MT Sedan,"180,000","55,100",2021,Manual,https://www.namcars.net/Suzuki-Dzire-1.2GL-MT-Sedan-1400732161,,,,,,
Ford,ranger, 2.2 TDCi XL P/U D/C,"448,000","55,000",2021,Manual,https://www.namcars.net/Ford-Ranger-2.2-TDCi-XL-P-U-D-C-1400730897,,Bakkie,,,,
Mitsubishi,triton, 2.4 Di-DC 4X4 Auto,"479,900","55,000",2020,Automatic,https://www.namcars.net/Mitsubishi-Triton-2.4-Di-DC-4X4-Auto-1400734269,4x4,Bakkie,,,,
Mercedes-Benz,b, 200 D A/T NO DEPOSIT DEAL,"569,900","55,000",2019,Automatic,https://www.namcars.net/Mercedes-Benz-B-200-D-A-T-NO-DEPOSIT-DEAL-1400735089,,,,,,
Toyota,fortuner, 2.8 4x4 A/T Vx,"740,000","55,000",2021,Automatic,https://www.namcars.net/Toyota-Fortuner-2.8-4x4-A-T-Vx-1400724479,4x4,,,,,
Mitsubishi,pajero, Sport 2.4d Aspire 4x4...,"649,900","54,900",2022,Automatic,https://www.namcars.net/Mitsubishi-Pajero-Sport-2.4d-Aspire-4x4-AT-1400735008,4x4,,SUV,,,
JAC,t8, 2.0 CTi 4x4 Manual,"419,000","54,000",2022,Manual,https://www.namcars.net/JAC-T8-2.0-CTi-4x4-Manual-1400734832,4x4,Bakkie,,,,
Fiat,500, 1.2 Cabriolet 51kW,"119,900","54,000",2012,Manual,https://www.namcars.net/Fiat-500-1.2-Cabriolet-51kW-1400734885,,,,,,
Toyota,corolla, HB 1.2 XR,"329,900","54,000",2019,Automatic,https://www.namcars.net/Toyota-Corolla-HB-1.2-XR-1400733936,,,,,,
Ford,ranger, 2.2 XL E-Cab 4x4 MT,"449,900","53,837",2022,Manual,https://www.namcars.net/Ford-Ranger-2.2-XL-E-Cab-4x4-MT-1400735174,4x4,,,,,
Suzuki,suzuki, Swift 1.2 GL,"199,900","53,765",2023,Manual,https://www.namcars.net/Suzuki-Suzuki-Swift-1.2-GL-1400730653,,,,,,
Ford,ranger, Raptor 2.0 Bi-turbo 4...,"749,900","53,550",2021,Automatic,https://www.namcars.net/Ford-Ranger-Raptor-2.0-Bi-turbo-4x4-AT-1400732922,4x4,Bakkie,,,,
Isuzu,d-max, 3.0 LX Diesel Turbo Ex...,"395,000","53,000",2020,Automatic,https://www.namcars.net/Isuzu-D-Max-3.0-LX-Diesel-Turbo-Ext-cab-1400733223,,,,,,
Honda,brio, Comfort,"109,995","53,000",2016,Manual,https://www.namcars.net/Honda-Brio-Comfort-1400734113,,,,,,
Audi,a4, 35TFSI S Tronic,"599,000","52,600",2022,Automatic,https://www.namcars.net/Audi-A4-35TFSI-S-Tronic-1400734700,,,,,,
JAC,t8, 2.0 CTI 4x4 manual diesel,"395,000","52,500",2022,Manual,https://www.namcars.net/JAC-T8-2.0-CTI-4x4-manual-diesel-1400733745,4x4,Bakkie,,,,
Renault,captur, Dynamieque,"169,995","52,000",2015,Manual,https://www.namcars.net/Renault-Captur-Dynamieque-1400733721,,,,,,
Honda,fit, 1.5 A/T (Import),"145,000","52,000",2013,Automatic,https://www.namcars.net/Honda-Fit-1.5-A-T-(Import)-1400734760,,,,,,
Ford,ranger, 2.0D Bi-Turbo Wildtra...,"640,000","52,000",2021,Automatic,https://www.namcars.net/Ford-Ranger-2.0D-Bi-Turbo-Wildtrak-4x4-A-T-P-U-D-C-1400733504,4x4,Bakkie,,,,
Hyundai,tucson, 2.0L CRDi Elite,"429,900","52,000",2020,Automatic,https://www.namcars.net/Hyundai-Tucson-2.0L-CRDi-Elite-1400727112,,,SUV,,,
Mini,Cooper,-,"149,000","51,654",2013,Automatic,https://www.namcars.net/Mini-Cooper-1400734053,,,,,,
Ford,everest, 2.0d Bi-turbo 4x4 A/t,"569,000","51,500",2021,Automatic,https://www.namcars.net/Ford-Everest-2.0d-Bi-turbo-4x4-A-t-1400735147,4x4,,SUV,,,
Toyota,fortuner, 2.8 GD-6 4x2 Auto,"611,900","51,000",2022,Automatic,https://www.namcars.net/Toyota-Fortuner-2.8-GD-6-4x2-Auto-1400729100,,,SUV,,,
Suzuki,ertiga, 1.5 GL Auto (7Seat),"209,000","51,000",2021,Automatic,https://www.namcars.net/Suzuki-Ertiga-1.5-GL-Auto-(7Seat)-1400734422,,,SUV,,,
Toyota,land, Cruiser SC 4.5 Diesel V8,"849,900","50,600",2022,Manual,https://www.namcars.net/Toyota-Land-Cruiser-SC-4.5-Diesel-V8-1400735082,4x4,,,,,
Ford,wildtrak, 4X4 A/T,"789,900","50,500",2023,Automatic,https://www.namcars.net/Ford-WILDTRAK-4X4-A-T-1400735078,4x4,Bakkie,,,,
Volkswagen,golf,7.5,"275,000","50,500",2018,Automatic,https://www.namcars.net/Volkswagen-Golf-7.5-1400734649,,,,,,
Ford,ranger, 2.2 XLS D/CAB 4X4 Aut...,"519,900","50,000",2022,Automatic,https://www.namcars.net/Ford-Ranger-2.2-XLS-D-CAB-4X4-Auto-(Deposit-Assistance)-1400734222,4x4,Bakkie,,,,
BMW,1, Series 118i M Sport A/T,"539,900","50,000",2021,Automatic,https://www.namcars.net/BMW-1-Series-118i-M-Sport-A-T-1400733835,,,,,,
Kia,RIO,-,"158,900","50,000",2016,Automatic,https://www.namcars.net/Kia-RIO-1400733363,,,,,,
Volkswagen,t-, ROC 2.0 TSi DESIGN 4 MOTI...,"519,900","49,800",2021,DSG,https://www.namcars.net/Volkswagen-T-ROC-2.0-TSi-DESIGN-4-MOTION-DSG-1400734977,,,SUV,,,
Nissan,magnite, 1.0 T Acenta,"259,900","49,500",2022,Manual,https://www.namcars.net/Nissan-Magnite-1.0-T-Acenta-1400734158,,,,,,
Ford,kuga, 2.0 Ecoboost Titanium AWD,"249,900","49,000",2016,Automatic,https://www.namcars.net/Ford-Kuga-2.0-Ecoboost-Titanium-AWD-1400734722,,,SUV,,,
Mercedes-Benz,c350,  A/T Elegance,"339,900","48,500",2012,Automatic,https://www.namcars.net/Mercedes-Benz-C350-A-T-Elegance-1400734609,,,,,,
Nissan,np200, 1.6 A/C Manual 2022,"220,000","48,000",2022,Manual,https://www.namcars.net/Nissan-NP200-1.6-A-C-Manual-2022-1400733866,,,,,,
Renault,sandero, Stepway Plus,"179,995","48,000",2018,Manual,https://www.namcars.net/Renault-Sandero-Stepway-Plus-1400734654,,,,,,
Hyundai,tucson, 1.6 TGDI Sport DCT,"479,900","48,000",2020,Automatic,https://www.namcars.net/Hyundai-Tucson-1.6-TGDI-Sport-DCT-1400722152,,,SUV,,,
Honda,cr-v, 2.0 Elegance CVT,"289,900","48,000",2017,Automatic,https://www.namcars.net/Honda-CR-V-2.0-Elegance-CVT-1400734957,,,SUV,,,
Mercedes-Benz,b-class, B200 A/T,"474,900","47,000",2019,Automatic,https://www.namcars.net/Mercedes-Benz-B-Class-B200-A-T-1400734798,,,,,,
Toyota,fortuner, 2.8GD-6 4x4 AT VX,"699,900","47,000",2021,Automatic,https://www.namcars.net/Toyota-Fortuner-2.8GD-6-4x4-AT-VX-1400734297,4x4,,SUV,,,
Toyota,hilux, 2.4 GD-6 RB Raider P/U...,"498,000","47,000",2022,Manual,https://www.namcars.net/Toyota-Hilux-2.4-GD-6-RB-Raider-P-U-D-C-M-T-1400734950,,Bakkie,,,,
GWM,p, Series 2.0 LS 4x4,"449,900","46,640",2021,Automatic,https://www.namcars.net/GWM-P-Series-2.0-LS-4x4-1400734767,4x4,Bakkie,,,,
Toyota,corolla, Hatch 1.2t XS MT,"279,000","46,434",2019,Manual,https://www.namcars.net/Toyota-Corolla-Hatch-1.2t-XS-MT-1400734614,,,,,,
Ford,ecosport, 1.0 Ecoboost Titanium,"325,900","46,000",2021,Manual,https://www.namcars.net/Ford-Ecosport-1.0-Ecoboost-Titanium-1400733186,,,SUV,,,
Toyota,corolla, Cross XR,"389,995","46,000",2021,Automatic,https://www.namcars.net/Toyota-Corolla-Cross-XR-1400735134,,,SUV,,,
Hyundai,creta, Executive,"399,995","46,000",2022,Automatic,https://www.namcars.net/Hyundai-Creta-Executive-1400734669,,,SUV,,,
Ford,ecosport, 1.5TDICI AMBIENTE,"199,900","45,800",2019,Manual,https://www.namcars.net/Ford-Ecosport-1.5TDICI-AMBIENTE-1400734455,,,SUV,,,
Mazda,verisa, (Import),"95,000","45,000",2011,Automatic,https://www.namcars.net/Mazda-Verisa-(Import)-1400733474,,,,,,
Renault,kiger, 1.0T Zen,"239,900","45,000",2022,Manual,https://www.namcars.net/Renault-Kiger-1.0T-Zen-1400735109,,,SUV,,,
Toyota,hilux, 2.4 GD6 RAIDER 4X2 EX/...,"449,900","45,000",2021,Manual,https://www.namcars.net/Toyota-Hilux-2.4-GD6-RAIDER-4X2-EX-CAB-4X2-1400733599,,,,,,
Mercedes-Benz,glc, 300 4M  180KW,"559,900","45,000",2018,Automatic,https://www.namcars.net/Mercedes-Benz-GLC-300-4M-180KW-1400733430,,,SUV,,,
GWM,p-series, 4x4 A/T LT,"460,000","44,532",2022,Automatic,https://www.namcars.net/GWM-P-Series-4x4-A-T-LT-1400734213,4x4,Bakkie,,,,
Volkswagen,polo, 1.6 Life,"309,000","44,400",2023,Manual,https://www.namcars.net/Volkswagen-Polo-1.6-Life-1400734685,,,,,,
Volkswagen,vw, T-Roc 2.0Tsi R-Line DSG,"542,000","44,100",2021,DSG,https://www.namcars.net/Volkswagen-VW-T-Roc-2.0Tsi-R-Line-DSG-1400734285,,,SUV,,,
Toyota,corolla, Cross 1.8 Xr,"449,000","44,000",2022,Automatic,https://www.namcars.net/Toyota-Corolla-Cross-1.8-Xr-1400732678,,,SUV,,,
Toyota,urban, Cruiser,"340,800","44,000",2022,Automatic,https://www.namcars.net/Toyota-Urban-Cruiser-1400731427,,,,,,
Nissan,navara, Pro 4X,"639,995","44,000",2022,Automatic,https://www.namcars.net/Nissan-Navara-Pro-4X-1400735132,4x4,Bakkie,,,,
Toyota,corolla, Quest 1.8 Plus,"279,900","43,800",2023,Manual,https://www.namcars.net/Toyota-Corolla-Quest-1.8-Plus-1400734689,,,,,,
Toyota,fortuner, 2.8 4X4 A/T,"749,000","43,750",2021,Automatic,https://www.namcars.net/Toyota-FORTUNER-2.8-4X4-A-T-1400725854,4x4,,SUV,,,
Volkswagen,polo, Vivo Trendline,"198,000","43,657",2023,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-Trendline-1400734104,,,,,,
BMW,320i, GT,"249,000","43,333",2013,Tiptronic,https://www.namcars.net/BMW-320i-GT-1400728131,,,,,,
Audi,audi, A 1 TFSI,"135,000","43,230",2012,Automatic,https://www.namcars.net/Audi-Audi-A-1-TFSI-1400734624,,,,,,
Volkswagen,polo, Sedan,"289,000","43,056",2023,Manual,https://www.namcars.net/Volkswagen-Polo-Sedan-1400734115,,,,,,
Mazda,cx-5, Carbon Edition,"449,995","43,000",2022,Automatic,https://www.namcars.net/Mazda-CX-5-Carbon-Edition-1400734829,,,SUV,,,
Mercedes-Benz,glc, 250 4Matic 155kW,"529,900","43,000",2016,Automatic,https://www.namcars.net/Mercedes-Benz-GLC-250-4Matic-155kW-1400733326,,,SUV,,,
Volkswagen,polo, Vivo 1.4 Trend,"209,900","42,800",2023,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-1.4-Trend-1400734687,,,,,,
Volkswagen,polo, Sedan 1.6 Trendline,"282,900","42,573",2023,Manual,https://www.namcars.net/Volkswagen-Polo-Sedan-1.6-Trendline-1400734935,,,,,,
Kia,rio, Tec 1.4 5dr MT,"269,900","42,500",2020,Manual,https://www.namcars.net/Kia-Rio-Tec-1.4-5dr-MT-1400728580,,,,,,
Toyota,corolla, Quest Plus 1.8 Manual,"269,900","42,100",2023,Manual,https://www.namcars.net/Toyota-Corolla-Quest-Plus-1.8-Manual-1400734079,,,,,,
Toyota,corolla, Quest 1.8 Prestige,"274,000","42,000",2022,Manual,https://www.namcars.net/Toyota-Corolla-Quest-1.8-Prestige-1400732676,,,,,,
Smart,coupe, Pulse MHD,"149,900","42,000",2013,Automatic,https://www.namcars.net/Smart-Coupe-Pulse-MHD-1400729607,,,,,,
Suzuki,swift, 1.2 GL Manual,"185,000","42,000",2021,Manual,https://www.namcars.net/Suzuki-Swift-1.2-GL-Manual-1400730392,,,,,,
Hyundai,i20, 1.4 Fluid Auto,"286,200","42,000",2021,Automatic,https://www.namcars.net/Hyundai-I20-1.4-Fluid-Auto-1400728386,,,,,,
Mahindra,scorpio, 2.2 Mhawk S10 4x4 D/...,"329,000","42,000",2020,Manual,https://www.namcars.net/Mahindra-Scorpio-2.2-Mhawk-S10-4x4-D-C-P-U-1400735070,4x4,Bakkie,,,,
Toyota,prado, Tx 3.0 Tdi A/t,"599,000","42,000",2016,Automatic,https://www.namcars.net/Toyota-Prado-Tx-3.0-Tdi-A-t-1400734845,4x4,,SUV,,,
Mercedes-Benz,e250, CG1 2.1 COUPE,"359,000","42,000",2016,Automatic,https://www.namcars.net/Mercedes-Benz-E250-CG1-2.1-COUPE-1400735170,,,,,,
Volkswagen,t-cross, 1.0 CL DSG,"319,900","41,743",2019,Automatic,https://www.namcars.net/Volkswagen-T-Cross-1.0-CL-DSG-1400734782,,,SUV,,,
Nissan,np200, 1.6 SE,"229,900","41,500",2022,Manual,https://www.namcars.net/Nissan-NP200-1.6-SE-1400734981,,,,,,
Volkswagen,polo, Vivo 1.4 Trendline Manual,"209,900","41,000",2023,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-1.4-Trendline-Manual-1400732677,,,,,,
Jeep,grand, Cherokee 3.6 Limited,"770,000","41,000",2022,Automatic,https://www.namcars.net/Jeep-Grand-Cherokee-3.6-Limited-1400734562,4x4,,,,,
Volkswagen,amarok, 2.0 BITDI Highline 4M...,"759,900","41,000",2022,Automatic,https://www.namcars.net/Volkswagen-Amarok-2.0-BITDI-Highline-4Motion-A-T-132Kw-1400734877,,Bakkie,,,,
Mazda,cx-5, 2.0 Dynamic A/T,"469,900","41,000",2021,Automatic,https://www.namcars.net/Mazda-CX-5-2.0-Dynamic-A-T-1400731573,,,SUV,,,
Toyota,toyota, Rav4 2.5 Vx A/T AWD,"529,900","40,897",2020,Automatic,https://www.namcars.net/Toyota-Toyota-Rav4-2.5-Vx-A-T-AWD-1400733673,,,SUV,,,
Volkswagen,1.4, Trendline MT,"209,900","40,700",2023,Manual,https://www.namcars.net/Volkswagen-1.4-Trendline-MT-1400732033,,,,,,
Hyundai,santa, Fe 2.2d Premium AT (7 ...,"429,900","40,500",2020,Automatic,https://www.namcars.net/Hyundai-Santa-Fe-2.2d-Premium-AT-(7-Seats)-142-KW-1400731909,,,SUV,,,
Mitsubishi,pajero, 3.0 DI GLS SWB A/T,"485,000","40,000",2017,Automatic,https://www.namcars.net/Mitsubishi-Pajero-3.0-DI-GLS-SWB-A-T-1400735031,4x4,,SUV,,,
BMW,x3, X-Drive 20I F25 Automatic,"319,900","40,000",2016,Automatic,https://www.namcars.net/BMW-X3-X-Drive-20I-F25-Automatic-1400734909,,,SUV,,,
Volkswagen,polo, Vivo 1.4 Trendline 5DR ...,"208,900","39,500",2023,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-1.4-Trendline-5DR-NO-DEPOSIT-DSEAL-1400735072,,,,,,
Ford,ranger, 2.0 Bi Turbo Wildtrac...,"634,000","39,100",2022,Automatic,https://www.namcars.net/Ford-Ranger-2.0-Bi-Turbo-Wildtrack-10AT-4x4-D-Cab-1400729984,4x4,Bakkie,,,,
Mercedes-Benz,a250, AMG,"759,900","39,000",2022,Automatic,https://www.namcars.net/Mercedes-Benz-A250-AMG-1400734785,,,,,,
Isuzu,D-Max,-,"486,200","39,000",2021,Manual,https://www.namcars.net/Isuzu-D-Max-1400730331,,Bakkie,,,,
Mercedes-Benz,a-class, A250 Sport,"519,900","39,000",2019,Automatic,https://www.namcars.net/Mercedes-Benz-A-Class-A250-Sport-1400733676,,,,,,
Toyota,agya,1,"149,900","39,000",2021,Manual,https://www.namcars.net/Toyota-Agya-1.0-1400734714,,,,,,
Toyota,hilux, RS 2.8 GD-6 P/U D/C M/...,"735,000","38,500",2022,Manual,https://www.namcars.net/Toyota-HILUX-RS-2.8-GD-6-P-U-D-C-M-T-4X4-1400731491,4x4,Bakkie,,,,
